title,price,date,link,long,lat,area
"Homes for Sale in Island Lakes, Winnipeg, Manitoba $369,900",369900.0,"Sun, 23 Jun 2019 19:15:30 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-island-lakes-winnipeg-manitoba-369-900/1429657974,-97.059408,49.838288,Island Lake
"38 Lochmoor AVE Winnipeg, Manitoba",282900.0,"Sun, 23 Jun 2019 19:14:42 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/38-lochmoor-ave-winnipeg-manitoba/1436405810,-97.0575323,49.8601798,Lochmoor AVE
"16 DESGAGNE ST La Broquerie, Manitoba",339900.0,"Sun, 23 Jun 2019 19:14:39 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/16-desgagne-st-la-broquerie-manitoba/1436405702,-96.5016081,49.5203964,La Broquerie
"788 Beverley ST NW Winnipeg, Manitoba",219900.0,"Sun, 23 Jun 2019 19:14:32 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/788-beverley-st-nw-winnipeg-manitoba/1436405519,-97.16485929999999,49.9023563,Beverley ST
"Homes for Sale in Unspecified, St. Laurent, Manitoba $224,900",224900.0,"Sun, 23 Jun 2019 19:16:05 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-unspecified-st-laurent-manitoba-224-900/1436407605,-97.935906,50.379627,St. Laurent
"Beautiful, Newer Crescentwood Duplex! 773 Scotland Ave.",518000.0,"Tue, 25 Jun 2019 01:56:29 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-newer-crescentwood-duplex-773-scotland-ave/1443091561,-97.2966831,49.8473774,Scotland AVE
"Beautiful, Newer Crescentwood Duplex! 773 Scotland Ave.",518000.0,"Tue, 25 Jun 2019 01:56:29 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-newer-crescentwood-duplex-773-scotland-ave/1443091561,-97.2966831,49.8473774,Crescentwood
Calling all Builders! 116 Imperial Ave.,229900.0,"Tue, 25 Jun 2019 04:08:17 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/calling-all-builders-116-imperial-ave/1443098099,-97.2966831,49.8473774,Imperial AVE
River Heights House for Sale! 720 Renfrew St.,479720.0,"Tue, 25 Jun 2019 04:06:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/river-heights-house-for-sale-720-renfrew-st/1443098063,-97.2966831,49.8473774,Renfrew ST
River Heights House for Sale! 720 Renfrew St.,479720.0,"Tue, 25 Jun 2019 04:06:27 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/river-heights-house-for-sale-720-renfrew-st/1443098063,-97.2966831,49.8473774,River Heights
Beautiful Duplex in Crescentwood! 719 Scotland Ave.,515000.0,"Tue, 25 Jun 2019 04:05:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-duplex-in-crescentwood-719-scotland-ave/1443098049,-97.2966831,49.8473774,Scotland AVE
Beautiful Duplex in Crescentwood! 719 Scotland Ave.,515000.0,"Tue, 25 Jun 2019 04:05:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-duplex-in-crescentwood-719-scotland-ave/1443098049,-97.2966831,49.8473774,Crescentwood
"48 FORRESTER AVE Winnipeg, Manitoba",299900.0,"Tue, 25 Jun 2019 05:06:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/48-forrester-ave-winnipeg-manitoba/1443096891,-97.0907196,49.8327315,Forrester AVE
"48 FORRESTER AVE Winnipeg, Manitoba",299900.0,"Tue, 25 Jun 2019 05:06:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/48-forrester-ave-winnipeg-manitoba/1443096891,-97.0907196,49.8327315,Forrest
"1271 Spruce ST Winnipeg, Manitoba",239900.0,"Tue, 25 Jun 2019 05:06:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1271-spruce-st-winnipeg-manitoba/1443097522,-97.1862276,49.9020374,Spruce ST
"282 Wharton BLVD Winnipeg, Manitoba",309900.0,"Tue, 25 Jun 2019 05:12:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/282-wharton-blvd-winnipeg-manitoba/1443095644,-97.290137,49.891596,Wharton BLVD
"166 Rossmere CR Winnipeg, Manitoba",309900.0,"Tue, 25 Jun 2019 05:18:06 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/166-rossmere-cr-winnipeg-manitoba/1443097415,-97.0981829,49.935238,Rossmere CR
"35 Hind AVE Winnipeg, Manitoba",329900.0,"Tue, 25 Jun 2019 05:18:06 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/35-hind-ave-winnipeg-manitoba/1443095826,-97.2426586,49.8788489,Hind AVE
"33 Sorokin ST Winnipeg, Manitoba",234800.0,"Tue, 25 Jun 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/33-sorokin-st-winnipeg-manitoba/1443097397,-97.1847757,49.9528472,Sorokin ST
"584 Windsor AVE Winnipeg, Manitoba",219900.0,"Tue, 25 Jun 2019 05:24:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/584-windsor-ave-winnipeg-manitoba/1443097362,-97.0950605,49.9069103,Windsor AVE
"239 Arby BAY Winnipeg, Manitoba",329900.0,"Tue, 25 Jun 2019 05:30:05 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/239-arby-bay-winnipeg-manitoba/1443097577,-97.0855471,49.9424031,Arby Bay
"1025 KELSEY AVE Winnipeg, Manitoba",254900.0,"Tue, 25 Jun 2019 05:30:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1025-kelsey-ave-winnipeg-manitoba/1443095891,-97.1532501,49.8378222,Kelsey AVE
"406 Brandon AVE Winnipeg, Manitoba",289900.0,"Tue, 25 Jun 2019 05:30:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/406-brandon-ave-winnipeg-manitoba/1443096786,-97.1348301,49.8682206,Brandon AVE
"59 Hawkwood GATE Winnipeg, Manitoba",444900.0,"Tue, 25 Jun 2019 05:36:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/59-hawkwood-gate-winnipeg-manitoba/1443097110,-97.2183561,49.8138659,Hawkwood Gate
"39 Tolcross GATE Winnipeg, Manitoba",339999.0,"Tue, 25 Jun 2019 05:36:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/39-tolcross-gate-winnipeg-manitoba/1443095648,-97.2017202,49.817808,Tolcross Gate
"318 Scotswood DR Winnipeg, Manitoba",439900.0,"Tue, 25 Jun 2019 05:42:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/318-scotswood-dr-winnipeg-manitoba/1443096589,-97.29497099999999,49.8511743,Scotswood DR
"1061 McCalman AVE Winnipeg, Manitoba",224900.0,"Tue, 25 Jun 2019 05:42:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1061-mccalman-ave-winnipeg-manitoba/1443095863,-97.0779474,49.90147229999999,Mccalman AVE
"417 SACKVILLE ST Winnipeg, Manitoba",209900.0,"Tue, 25 Jun 2019 05:48:08 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/417-sackville-st-winnipeg-manitoba/1443097190,-97.2224069,49.8878373,Sackville ST
"31087 201 HWY Stuartburn, Manitoba",249900.0,"Tue, 25 Jun 2019 05:54:04 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/31087-201-hwy-stuartburn-manitoba/1443097458,-96.7279399,49.1593823,Stuartburn
Charming Fort Rogue House! 695 Jubilee Ave.,234695.0,"Tue, 25 Jun 2019 06:11:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/charming-fort-rogue-house-695-jubilee-ave/1443103154,-97.2966831,49.8473774,Jubilee AVE
Attached Home in Tyndall Park For Sale,255999.0,"Tue, 25 Jun 2019 08:20:11 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/attached-home-in-tyndall-park-for-sale/1443120135,-97.1985378,49.9323444,Tyndall Park
Attached Home in Tyndall Park For Sale,255999.0,"Tue, 25 Jun 2019 08:20:11 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/attached-home-in-tyndall-park-for-sale/1443120135,-97.1985378,49.9323444,Tyndall
Character home in Crescentwood!,359900.0,"Tue, 25 Jun 2019 10:06:50 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/character-home-in-crescentwood/1443142874,-97.1595092,49.87003259999999,Crescentwood
Fantastic Westwood Bungalow for Sale,340000.0,"Tue, 25 Jun 2019 11:23:59 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/fantastic-westwood-bungalow-for-sale/1443161100,-97.56681669999999,49.0966179,Westwood
WELCOME TO 34 HARROWBY AVENUE,347900.0,"Tue, 25 Jun 2019 11:32:14 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/welcome-to-34-harrowby-avenue/1443163026,-97.1087471,49.8661281,Harrowby AVE
Fabulous Westwood Starter,219900.0,"Tue, 25 Jun 2019 11:31:50 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/fabulous-westwood-starter/1443162947,-97.30284920000001,49.88068490000001,Westwood
WELCOME TO 223 GRASSIE BOULEVARD,238900.0,"Tue, 25 Jun 2019 11:30:32 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/welcome-to-223-grassie-boulevard/1443162649,-97.051845,49.9227378,Grassie
"38 Maynard Close, Winnipeg Houses for Sale by Melanie Backstrom",269900.0,"Tue, 25 Jun 2019 11:36:53 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/38-maynard-close-winnipeg-houses-for-sale-by-melanie-backstrom/1443164196,-97.16203829999999,49.94623499999999,Maynard Close
"BRAND NEW Beautiful&amp;Spacious 3 Bdrm, 2 Bath Family Home in Elie!",339000.0,"Tue, 25 Jun 2019 11:35:47 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/brand-new-beautiful-spacious-3-bdrm-2-bath-family-home-in-elie/1443163914,-97.76712959999999,49.9064212,Elie
WELCOME TO 26 BRUTON PLACE,389900.0,"Tue, 25 Jun 2019 11:42:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/welcome-to-26-bruton-place/1443165678,-97.1146292,49.804292,Bruton PL
"1348 Manitoba Avenue , Winnipeg",294900.0,"Tue, 25 Jun 2019 12:21:42 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/1348-manitoba-avenue-winnipeg/1443174705,-97.1788151,49.9281793,Manitoba AVE
CHARMING 3 BR BILEVEL W/ FINISHED BASEMENT - 360 CHALMERS,264900.0,"Tue, 25 Jun 2019 13:13:43 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/charming-3-br-bilevel-w-finished-basement-360-chalmers/1443186320,-97.10561279999999,49.9120958,Chalmers
Transcona,287900.0,"Tue, 25 Jun 2019 14:43:20 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/transcona/1443205960,-97.00228109999999,49.89970390000001,Transcona
Beautiful Home in Silver Heights!&#8203;,298500.0,"Tue, 25 Jun 2019 18:01:55 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-home-in-silver-heights/1443247325,-97.2580634,49.8862689,Silver Heights
Beautiful Home in Silver Heights!&#8203;,298500.0,"Tue, 25 Jun 2019 18:01:55 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-home-in-silver-heights/1443247325,-97.2580634,49.8862689,Silver
Fantastic Home with a Finished Basement in Windsor Park!&#8203;,254900.0,"Tue, 25 Jun 2019 18:01:55 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/fantastic-home-with-a-finished-basement-in-windsor-park/1443247326,-97.08432200000001,49.8573967,Windsor Park
Large Family Home In Lundar Manitoba! Over 2000SF!,259900.0,"Tue, 25 Jun 2019 18:42:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/large-family-home-in-lundar-manitoba-over-2000sf/1430848919,-97.10910240000001,49.81359800000001,Lundar
"10 Merlin ST Gimli, Manitoba",379900.0,"Tue, 25 Jun 2019 19:15:22 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/10-merlin-st-gimli-manitoba/1436871013,-96.99027819999999,50.5652667,Gimli
"207 Vineland CR Winnipeg, Manitoba",469900.0,"Tue, 25 Jun 2019 19:15:20 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/207-vineland-cr-winnipeg-manitoba/1436870956,-97.217278,49.8028419,Vineland CR
"491 Riverton AVE Winnipeg, Manitoba",359900.0,"Tue, 25 Jun 2019 19:15:16 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/491-riverton-ave-winnipeg-manitoba/1436870783,-97.1024619,49.9073112,Riverton AVE
"Homes for Sale in St. Boniface, Winnipeg, Manitoba $395,000",395000.0,"Tue, 25 Jun 2019 19:20:37 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-st-boniface-winnipeg-manitoba-395-000/1380294168,-97.106953,49.876027,St. Boniface
"31112 ROAD 41E (St. Denis) RD La Broquerie, Manitoba",269900.0,"Tue, 25 Jun 2019 19:19:34 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/31112-road-41e-st-denis-rd-la-broquerie-manitoba/1423466445,-96.5333584,49.477924,La Broquerie
"17 Ash ST Mitchell, Manitoba",242900.0,"Tue, 25 Jun 2019 19:19:25 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/17-ash-st-mitchell-manitoba/1423465840,-96.7644054,49.5327674,Ash ST
"Homes for Sale in Crescentwood, Winnipeg, Manitoba $499,900",499900.0,"Tue, 25 Jun 2019 19:19:10 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-crescentwood-winnipeg-manitoba-499-900/1430085677,-97.165766,49.873297,Crescentwood
"Homes for Sale in Royalwood, Winnipeg, Manitoba $599,800",599800.0,"Tue, 25 Jun 2019 19:20:57 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/homes-for-sale-in-royalwood-winnipeg-manitoba-599-800/1423469640,-97.0761742,49.8325794,Royalwood
Falcon Lake Cottage for Sale,204000.0,"Tue, 25 Jun 2019 19:40:17 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/falcon-lake-cottage-for-sale/1443266733,-96.5130179,50.0556807,Falcon Lake
"Beautiful, Newer Crescentwood Duplex! 773 Scotland Ave.",518000.0,"Wed, 26 Jun 2019 00:50:46 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-newer-crescentwood-duplex-773-scotland-ave/1443304112,-97.2966831,49.8473774,Scotland AVE
"Beautiful, Newer Crescentwood Duplex! 773 Scotland Ave.",518000.0,"Wed, 26 Jun 2019 00:50:46 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-newer-crescentwood-duplex-773-scotland-ave/1443304112,-97.2966831,49.8473774,Crescentwood
Charming Fort Rogue House! 695 Jubilee Ave.,234695.0,"Wed, 26 Jun 2019 02:56:36 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/charming-fort-rogue-house-695-jubilee-ave/1443306755,-97.2966831,49.8473774,Jubilee AVE
Calling all Builders! 116 Imperial Ave.,229900.0,"Wed, 26 Jun 2019 03:01:19 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/calling-all-builders-116-imperial-ave/1443306845,-97.2966831,49.8473774,Imperial AVE
River Heights House for Sale! 720 Renfrew St.,479720.0,"Wed, 26 Jun 2019 05:07:44 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/river-heights-house-for-sale-720-renfrew-st/1443312266,-97.2966831,49.8473774,Renfrew ST
River Heights House for Sale! 720 Renfrew St.,479720.0,"Wed, 26 Jun 2019 05:07:44 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/river-heights-house-for-sale-720-renfrew-st/1443312266,-97.2966831,49.8473774,River Heights
Beautiful Duplex in Crescentwood! 719 Scotland Ave.,515000.0,"Wed, 26 Jun 2019 05:06:51 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-duplex-in-crescentwood-719-scotland-ave/1443312233,-97.2966831,49.8473774,Scotland AVE
Beautiful Duplex in Crescentwood! 719 Scotland Ave.,515000.0,"Wed, 26 Jun 2019 05:06:51 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-duplex-in-crescentwood-719-scotland-ave/1443312233,-97.2966831,49.8473774,Crescentwood
"606 Talbot AVE Winnipeg, Manitoba",299000.0,"Wed, 26 Jun 2019 05:06:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/606-talbot-ave-winnipeg-manitoba/1443310018,-97.09755790000001,49.90537930000001,Talbot AVE
"467 Lyle ST Winnipeg, Manitoba",259900.0,"Wed, 26 Jun 2019 05:06:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/467-lyle-st-winnipeg-manitoba/1443309356,-97.2258489,49.8879581,Lyle ST
"106059 8 HWY Gimli Rm, Manitoba",359000.0,"Wed, 26 Jun 2019 05:12:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/106059-8-hwy-gimli-rm-manitoba/1443309957,-96.7644054,49.5327674,Gimli
"17 Ash ST Mitchell, Manitoba",238900.0,"Wed, 26 Jun 2019 05:12:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/17-ash-st-mitchell-manitoba/1443309940,-97.1770622,49.88129559999999,Ash ST
"57 Edkar CR Winnipeg, Manitoba",259000.0,"Wed, 26 Jun 2019 05:18:01 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/57-edkar-cr-winnipeg-manitoba/1443310129,-97.075243,49.952189,Edkar CR
"34 Oakmont AVE Winnipeg, Manitoba",239900.0,"Wed, 26 Jun 2019 05:24:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/34-oakmont-ave-winnipeg-manitoba/1443308211,-97.0907852,49.80276869999999,Oakmont AVE
"87 Kingsclear DR Winnipeg, Manitoba",444900.0,"Wed, 26 Jun 2019 05:24:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/87-kingsclear-dr-winnipeg-manitoba/1443310034,-96.704438,50.018341,Kingsclear DR
"399 Morley AVE Winnipeg, Manitoba",259900.0,"Wed, 26 Jun 2019 05:42:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/399-morley-ave-winnipeg-manitoba/1443309150,-96.6605536,49.673637,Morley AVE
"219 Roger ST Winnipeg, Manitoba",428700.0,"Wed, 26 Jun 2019 05:42:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/219-roger-st-winnipeg-manitoba/1443310188,-97.09186600000001,49.9377365,Roger ST
"35 Danube DR Winnipeg, Manitoba",494900.0,"Wed, 26 Jun 2019 05:42:03 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/35-danube-dr-winnipeg-manitoba/1443310156,-95.8666075,50.2857785,Danube DR
"62 Rolmount RD Winnipeg, Manitoba",299900.0,"Wed, 26 Jun 2019 05:48:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/62-rolmount-rd-winnipeg-manitoba/1443307101,-97.18247,49.949929,Rolmount RD
"98 Rockridge DR Blumenort, Manitoba",289900.0,"Wed, 26 Jun 2019 05:48:02 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/98-rockridge-dr-blumenort-manitoba/1443308434,-96.6949125,49.5977179,Blumenort
"344 Brock ST Winnipeg, Manitoba",555000.0,"Wed, 26 Jun 2019 05:54:00 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/344-brock-st-winnipeg-manitoba/1443307942,-97.209599,49.86667000000001,Brock ST
47060 Gendron Rd E Lorette MB,374500.0,"Wed, 26 Jun 2019 09:02:30 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/47060-gendron-rd-e-lorette-mb/1443338707,-96.8906567,49.7014465,Lorette
Price reduced! 26 Pixieland Road West Hawk Lake,994000.0,"Wed, 26 Jun 2019 09:11:50 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/price-reduced-26-pixieland-road-west-hawk-lake/1443340649,-95.18411719999999,49.764563,West Hawk Lake
66 Pennefather st. Beautiful home in River East,314900.0,"Wed, 26 Jun 2019 09:15:37 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/66-pennefather-st-beautiful-home-in-river-east/1443341478,-96.3819968,49.0233338,Pennefather ST
66 Pennefather st. Beautiful home in River East,314900.0,"Wed, 26 Jun 2019 09:15:37 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/66-pennefather-st-beautiful-home-in-river-east/1443341478,-96.3819968,49.0233338,River East
Windsor Park,415000.0,"Wed, 26 Jun 2019 09:24:10 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/windsor-park/1443343267,-97.0602834,49.8577411,Windsor Park
Beautiful House for sale in St.Vital,339000.0,"Wed, 26 Jun 2019 09:21:33 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/beautiful-house-for-sale-in-st-vital/1443342741,-97.1116204,49.82271189999999,Vita
Vacant Land in Charleswood! 900 Elmhurst Rd.,279900.0,"Wed, 26 Jun 2019 09:25:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/vacant-land-in-charleswood-900-elmhurst-rd/1443343476,-97.2966831,49.8473774,Elmhurst RD
Vacant Land in Charleswood! 900 Elmhurst Rd.,279900.0,"Wed, 26 Jun 2019 09:25:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/vacant-land-in-charleswood-900-elmhurst-rd/1443343476,-97.2966831,49.8473774,Charleswood
Vacant Land in Charleswood! 900 Elmhurst Rd.,279900.0,"Wed, 26 Jun 2019 09:25:18 CDT",https://www.kijiji.ca/v-house-for-sale/winnipeg/vacant-land-in-charleswood-900-elmhurst-rd/1443343476,-97.2966831,49.8473774,Elmhurst
